,AlphaBulletCapDot,AlphaBulletCapPar,AlphaBulletDot,AlphaBulletPar,ArticleNo,Class,DigitBulletDot,DigitBulletPar,Filename,FirstPatternOffset,FirstWordInCapitalOffset,LongestMatchingPattern,MatchedPatternsCount,MatchingBigrams,MatchingUnigrams,OrgMatchingBigrams,OrgMatchingUnigrams,OrgPrediction,OrgTotalMatchingCharacters,PrevAlphaBulletCapDot,PrevAlphaBulletCapPar,PrevAlphaBulletDot,PrevAlphaBulletPar,PrevDigitBulletDot,PrevDigitBulletPar,RawParagraph,RawParagraphLength,RespAPrediction,StemmedParagraph,StemmedParagraphLength,SumMatchingEntries,SumMatchingEntriesLength,TotalMatchingCharacters,TotalMatchingRatio,TotalPrediction,UnqMatchedPatternsCount,UnqMatchingBigrams,UnqMatchingUnigrams,WordsInCapital
100,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,17,5,1,4,0,1,Non-Org,6,0,0,0,1,0,0,"ηη) Η τήρηση του προσωπικού μητρώου των υπαλλήλων και η επεξεργασία των στοιχείων για τις εκάστοτε 
μεταβολές του προσωπικού.",125,RespA,ΗΗ ΤΗΡΗΣ ΠΡΟΣΩΠ ΜΗΤΡΩ ΥΠΑΛΛΗΛ ΕΠΕΞΕΡΓΑΣ ΣΤΟΙΧΕΙ ΕΚΑΣΤΟΤ ΜΕΤΑΒΟΛ ΠΡΟΣΩΠΙΚΟΥ.,75,97,605,41,0.5466666667,RespA,5,1,4,0
101,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,6,16,7,6,1,0,0,Non-Org,0,0,0,0,1,0,0,"θθ) Η οργάνωση των υπηρεσιών της Γενικής Γραμματείας Ισότητας των Φύλων και η υποβολή προτάσεων 
για την οργανωτική αναδιάρθρωσή της, σε συνεργασία 
με τις αρμόδιες οργανικές μονάδες.",183,RespA,ΘΘ ΟΡΓΑΝΩΣ ΥΠΗΡΕΣ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΥΠΟΒΟΛ ΠΡΟΤΑΣ ΟΡΓΑΝΩΤ ΑΝΑΔΙΑΡΘΡΩΣ ΣΥΝΕΡΓΑΣ ΑΡΜΟΔ ΟΡΓΑΝ ΜΟΝΑΔΕΣ.,108,66,669,83,0.7685185185,RespA,7,6,1,4
102,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,15,20,12,7,5,0,0,Non-Org,0,0,0,0,1,0,0,"ιι) Η οργάνωση, παρακολούθηση και η εκτέλεση προγραμμάτων εκπαίδευσης και επιμόρφωσης του ανθρώπινου δυναμικού της Υπηρεσίας, σε συνεργασία με 
δημόσιους και ιδιωτικούς φορείς στο εσωτερικό και 
εξωτερικό, καθώς και η αξιοποίηση του ανθρώπινου 
δυναμικού, σε αντίστοιχα με την εκπαίδευση, καθήκοντα 
εντός της Υπηρεσίας.",320,RespA,ΙΙ ΟΡΓΑΝΩΣ ΠΑΡΑΚΟΛΟΥΘΗΣ ΕΚΤΕΛΕΣ ΠΡΟΓΡΑΜΜ ΕΚΠΑΙΔΕΥΣ ΕΠΙΜΟΡΦΩΣ ΑΝΘΡΩΠΙΝ ΔΥΝΑΜ ΥΠΗΡΕΣ ΣΥΝΕΡΓΑΣ ΔΗΜΟΣ ΙΔΙΩΤ ΦΟΡ ΕΣΩΤΕΡ ΕΞΩΤΕΡ ΑΞΙΟΠΟΙΗΣ ΑΝΘΡΩΠΙΝ ΔΥΝΑΜ ΑΝΤΙΣΤΟΙΧ ΕΚΠΑΙΔΕΥΣ ΚΑΘΗΚΟΝΤ ΥΠΗΡΕΣΙΑΣ.,186,159,1504,147,0.7903225806,RespA,11,6,5,2
103,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,9,2,0,2,0,0,Non-Org,0,0,0,0,0,0,0,"ιβιβ) Η μέριμνα για την εφαρμογή του συστήματος 
αξιολόγησης του προσωπικού.",76,RespA,ΙΒΙΒ ΜΕΡΙΜΝ ΕΦΑΡΜΟΓ ΣΥΣΤΗΜ ΑΞΙΟΛΟΓΗΣ ΠΡΟΣΩΠΙΚΟΥ.,48,96,699,15,0.3125,RespA,2,0,2,1
104,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,15,3,1,2,0,1,Non-Org,8,0,0,0,0,0,0,"ιγιγ) Η μελέτη και η εφαρμογή μέτρων για την απλούστευση των διοικητικών διαδικασιών, καθώς και ο ανασχεδιασμός των εντύπων και των χρησιμοποιούμενων 
μέσων για την αποτελεσματικότερη λειτουργία των 
Υπηρεσιών.",210,RespA,ΙΓΙΓ ΜΕΛΕΤ ΕΦΑΡΜΟΓ ΜΕΤΡ ΑΠΛΟΥΣΤΕΥΣ ΔΙΟΙΚΗΤ ΔΙΑΔΙΚΑΣ ΑΝΑΣΧΕΔΙΑΣΜ ΕΝΤΥΠ ΧΡΗΣΙΜΟΠΟΙΟΥΜΕΝ ΜΕΣ ΑΠΟΤΕΛΕΣΜΑΤΙΚ ΛΕΙΤΟΥΡΓ ΥΠΗΡΕΣΙΩΝ.,123,61,325,25,0.2032520325,RespA,3,1,2,2
105,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,12,4,0,4,0,0,Non-Org,0,0,0,0,0,0,0,ιδιδ) Η εφαρμογή μέτρων για τη βελτίωση της αποδοτικότητας του υπηρετούντος προσωπικού.,87,RespA,ΙΔΙΔ ΕΦΑΡΜΟΓ ΜΕΤΡ ΒΕΛΤΙΩΣ ΑΠΟΔΟΤΙΚΟΤΗΤ ΥΠΗΡΕΤΟΥΝΤ ΠΡΟΣΩΠΙΚΟΥ.,61,42,255,33,0.5409836066,RespA,4,0,4,1
106,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,16,8,1,7,0,0,Non-Org,0,0,0,0,0,0,0,"ιειε) Η μέριμνα για την προώθηση και παρακολούθηση 
της διαδικασίας μέχρι τη δημοσίευσή τους, των νομοθετικών και άλλων κειμένων, που καταρτίζονται από τη 
Γενική Γραμματεία Ισότητας των Φύλων.",193,RespA,ΙΕΙ ΜΕΡΙΜΝ ΠΡΟΩΘΗΣ ΠΑΡΑΚΟΛΟΥΘΗΣ ΔΙΑΔΙΚΑΣ ΔΗΜΟΣΙΕΥΣ ΝΟΜΟΘΕΤ ΚΕΙΜΕΝ ΚΑΤΑΡΤΙΖ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛΩΝ.,104,178,1522,71,0.6826923077,RespA,8,1,7,5
107,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,16,6,2,4,0,0,Non-Org,0,0,0,0,0,0,0,"ιστιστ) Η μέριμνα για τον προγραμματισμό και τον 
απολογισμό δράσεων των οργανικών μονάδων της Γενικής Γραμματείας Ισότητας των Φύλων.",134,RespA,ΙΣΤΙΣΤ ΜΕΡΙΜΝ ΠΡΟΓΡΑΜΜΑΤΙΣΜ ΑΠΟΛΟΓΙΣΜ ΔΡΑΣ ΟΡΓΑΝ ΜΟΝΑΔ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛΩΝ.,84,137,1032,59,0.7023809524,RespA,6,2,4,5
108,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,15,3,1,2,0,0,Non-Org,0,0,0,0,0,0,0,"ιζιζ) Η μέριμνα για την εφαρμογή της ισχύουσας νομοθεσίας και των μέτρων, που αφορούν στα Α.με.Α.",97,RespA,ΙΖΙΖ ΜΕΡΙΜΝ ΕΦΑΡΜΟΓ ΙΣΧΥΟΥΣ ΝΟΜΟΘΕΣ ΜΕΤΡ ΑΦΟΡ Α.ΜΕ.Α.,53,84,490,25,0.4716981132,RespA,3,1,2,2
109,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,13,5,2,3,0,1,Non-Org,7,0,0,0,0,0,0,"ιηιη) Η εισήγηση για τη συγκρότηση Συλλογικών Οργάνων όπως Επιτροπές, Ομάδες Εργασίας ή Έργου, 
σύμφωνα με τη διάταξη του άρθρου 18 παρ. 18 του 
ν. 2503/1997.",158,RespA,ΙΗΙ ΕΙΣΗΓΗΣ ΣΥΓΚΡΟΤΗΣ ΣΥΛΛΟΓ ΟΡΓΑΝ ΕΠΙΤΡΟΠ ΟΜΑΔ ΕΡΓΑΣ ΕΡΓ ΣΥΜΦΩΝ ΔΙΑΤΑΞ ΑΡΘΡ 18 ΠΑΡ. 18 Ν. 2503 1997.,101,49,367,45,0.4455445545,RespA,5,2,3,7
110,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,15,20,9,7,2,0,0,Non-Org,0,0,0,0,1,0,0,"αα) Η συγκέντρωση και η επεξεργασία των αναγκαίων στοιχείων για την κατάρτιση ή τροποποίηση του 
Προϋπολογισμού της Γενικής Γραμματείας Ισότητας 
των Φύλων, η εκτέλεσή του, καθώς και η ευθύνη παρακολούθησης της εκτέλεσής του.",225,RespA,ΑΑ ΣΥΓΚΕΝΤΡΩΣ ΕΠΕΞΕΡΓΑΣ ΑΝΑΓΚΑΙ ΣΤΟΙΧΕΙ ΚΑΤΑΡΤΙΣ ΤΡΟΠΟΠΟΙΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΕΚΤΕΛΕΣ ΕΥΘΥΝ ΠΑΡΑΚΟΛΟΥΘΗΣ ΕΚΤΕΛΕΣ ΤΟΥ.,139,69,917,134,0.964028777,RespA,9,7,2,5
111,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,18,20,13,7,6,0,0,Non-Org,0,0,0,0,1,0,0,"ββ) Η εισήγηση προτάσεων και η συλλογή και επεξεργασία των αναγκαίων στοιχείων για την κατάρτιση 
ή τροποποίηση του Προϋπολογισμού Δημοσίων Επενδύσεων της Γ.Γ.Ι.Φ., η ευθύνη χρηματοοικονομικής υποστήριξης της υλοποίησης των έργων που εντάσσονται 
σε αυτόν, καθώς και η παρακολούθηση της εκτέλεσής 
του.",302,RespA,ΒΒ ΕΙΣΗΓΗΣ ΠΡΟΤΑΣ ΣΥΛΛΟΓ ΕΠΕΞΕΡΓΑΣ ΑΝΑΓΚΑΙ ΣΤΟΙΧΕΙ ΚΑΤΑΡΤΙΣ ΤΡΟΠΟΠΟΙΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜ ΔΗΜΟΣ ΕΠΕΝΔΥΣ Γ.Γ.Ι.Φ. ΕΥΘΥΝ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜ ΥΠΟΣΤΗΡΙΞ ΥΛΟΠΟΙΗΣ ΕΡΓ ΕΝΤΑΣΣ ΠΑΡΑΚΟΛΟΥΘΗΣ ΕΚΤΕΛΕΣ ΤΟΥ.,183,129,1421,166,0.9071038251,RespA,13,7,6,4
112,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,7,2,0,2,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Ο ορισμός, ο έλεγχος και η εποπτεία των δημοσίων υπολόγων, κατά λόγο αρμοδιότητας.",86,RespA,ΓΓ ΟΡΙΣΜ ΕΛΕΓΧ ΕΠΟΠΤΕΙ ΔΗΜΟΣ ΥΠΟΛΟΓ ΛΟΓ ΑΡΜΟΔΙΟΤΗΤΑΣ.,53,21,141,12,0.2264150943,RespA,2,0,2,0
113,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,18,16,8,5,3,0,2,Non-Org,11,0,0,0,1,0,0,"δδ) Η μέριμνα για την παροχή εντολής και την εκκαθάριση των αποδοχών και λοιπών αμοιβών του προσωπικού της Γενικής Γραμματείας Ισότητας των Φύλων 
καθώς και κάθε είδους αποζημιώσεων.",182,RespA,ΔΔ ΜΕΡΙΜΝ ΠΑΡΟΧ ΕΝΤΟΛ ΕΚΚΑΘΑΡΙΣ ΑΠΟΔΟΧ ΛΟΙΠ ΑΜΟΙΒ ΠΡΟΣΩΠ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΕΙΔ ΑΠΟΖΗΜΙΩΣΕΩΝ.,101,59,410,80,0.7920792079,RespA,8,5,3,4
114,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,23,16,8,4,4,0,0,Non-Org,0,0,0,0,1,0,0,"εε) Η μέριμνα για τη στέγαση, συντήρηση και την 
εκκαθάριση μισθωμάτων κτιρίων και λοιπών εγκαταστάσεων εξοπλισμού, στα οποία στεγάζει τις υπηρεσίες της 
η Γενική Γραμματεία Ισότητας των Φύλων.",193,RespA,ΕΕ ΜΕΡΙΜΝ ΣΤΕΓΑΣ ΣΥΝΤΗΡΗΣ ΕΚΚΑΘΑΡΙΣ ΜΙΣΘΩΜ ΚΤΙΡ ΛΟΙΠ ΕΓΚΑΤΑΣΤΑΣ ΕΞΟΠΛΙΣΜ ΣΤΕΓΑΖ ΥΠΗΡΕΣ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛΩΝ.,116,80,720,85,0.7327586207,RespA,8,4,4,4
115,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,12,4,1,3,0,1,Non-Org,5,0,0,0,1,0,0,"ηη) Η μέριμνα για την σύναψη συμβάσεων παροχής 
υπηρεσιών και η αποτελεσματική εκτέλεσή τους.",93,RespA,ΗΗ ΜΕΡΙΜΝ ΣΥΝΑΨ ΣΥΜΒΑΣ ΠΑΡΟΧ ΥΠΗΡΕΣ ΑΠΟΤΕΛΕΣΜΑΤ ΕΚΤΕΛΕΣ ΤΟΥΣ.,61,79,496,29,0.4754098361,RespA,4,1,3,0
116,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,32,16,10,4,6,0,0,Non-Org,0,0,0,0,1,0,0,"θθ) Η φροντίδα για την εφαρμογή των κείμενων διατάξεων, που αφορούν στην προμήθεια παγίων και αναλώσιμων υλικών και η μέριμνα για την ανάληψη εκτέλεσης εργασιών ή μελετών για την κάλυψη αναγκών της 
Γενικής Γραμματείας Ισότητας των Φύλων.",238,RespA,ΘΘ ΦΡΟΝΤΙΔ ΕΦΑΡΜΟΓ ΚΕΙΜΕΝ ΔΙΑΤΑΞ ΑΦΟΡ ΠΡΟΜΗΘΕΙ ΠΑΓ ΑΝΑΛΩΣΙΜ ΥΛ ΜΕΡΙΜΝ ΑΝΑΛΗΨ ΕΚΤΕΛΕΣ ΕΡΓΑΣ ΜΕΛΕΤ ΚΑΛΥΨ ΑΝΑΓΚ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛΩΝ.,138,147,957,91,0.6594202899,RespA,10,4,6,4
117,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,11,10,2,0,2,0,1,Non-Org,6,0,0,0,1,0,0,"ιι) Η μέριμνα για την επιχορήγηση και την καταβολή 
εισφορών σε Νομικά Πρόσωπα και Οργανισμούς.",95,RespA,ΙΙ ΜΕΡΙΜΝ ΕΠΙΧΟΡΗΓΗΣ ΚΑΤΑΒΟΛ ΕΙΣΦΟΡ ΝΟΜ ΠΡΟΣΩΠ ΟΡΓΑΝΙΣΜΟΥΣ.,59,57,350,16,0.2711864407,RespA,2,0,2,3
118,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,16,7,2,5,0,0,Non-Org,0,0,0,0,0,0,0,"ιβιβ) Η παρακολούθηση της αποθήκης υλικού και η 
μέριμνα για την ικανοποίηση των αναγκών της Γενικής 
Γραμματείας Ισότητας των Φύλων και η τήρηση βιβλίων 
και στοιχείων.",169,RespA,ΙΒΙΒ ΠΑΡΑΚΟΛΟΥΘΗΣ ΑΠΟΘΗΚ ΥΛ ΜΕΡΙΜΝ ΙΚΑΝΟΠΟΙΗΣ ΑΝΑΓΚ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΤΗΡΗΣ ΒΙΒΛΙ ΣΤΟΙΧΕΙΩΝ.,101,187,1480,60,0.5940594059,RespA,7,2,5,5
119,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,8,6,0,6,0,1,Non-Org,7,0,0,0,0,0,0,"ιγιγ) Η παραλαβή από τις μόνιμες ή κατά περίπτωση 
(ad hoc) επιτροπές παραλαβής των κάθε είδους υλικών, 
αναλωσίμων και μη και η διάθεσή τους στις επιμέρους 
οργανικές μονάδες.",176,RespA,ΙΓΙΓ ΠΑΡΑΛΑΒ ΜΟΝΙΜ ΠΕΡΙΠΤΩΣ AD HOC ΕΠΙΤΡΟΠ ΠΑΡΑΛΑΒ ΕΙΔ ΥΛ ΑΝΑΛΩΣΙΜ ΔΙΑΘΕΣ ΕΠΙΜΕΡ ΟΡΓΑΝ ΜΟΝΑΔΕΣ.,95,22,138,39,0.4105263158,RespA,5,0,5,1
120,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,9,5,1,4,0,0,Non-Org,0,0,0,0,0,0,0,"ιδιδ) Η μέριμνα κάθε θέματος, που αφορά στην κίνηση, διάθεση και έλεγχο της χρήσης των υπηρεσιακών 
αυτοκινήτων.",112,RespA,ΙΔΙΔ ΜΕΡΙΜΝ ΘΕΜ ΑΦΟΡ ΚΙΝΗΣ ΔΙΑΘΕΣ ΕΛΕΓΧ ΧΡΗΣ ΥΠΗΡΕΣΙΑΚ ΑΥΤΟΚΙΝΗΤΩΝ.,67,135,968,34,0.5074626866,RespA,5,1,4,1
121,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,13,16,6,1,5,0,1,Non-Org,9,0,0,0,1,0,0,"αα) Η μέριμνα για τη δημιουργία, διαχείριση και ασφάλεια των δεδομένων του δικτύου Η/Υ της Γενικής Γραμματείας Ισότητας των Φύλων.",130,RespA,ΑΑ ΜΕΡΙΜΝ ΔΗΜΙΟΥΡΓ ΔΙΑΧΕΙΡΙΣ ΑΣΦΑΛΕΙ ΔΕΔΟΜΕΝ ΔΙΚΤΥ Υ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛΩΝ.,82,143,971,49,0.5975609756,RespA,6,1,5,6
122,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,11,9,3,0,3,0,0,Non-Org,0,0,0,0,1,0,0,"ββ) Η διασφάλιση της ηλεκτρονικής διασύνδεσης με 
τους φορείς συνεργασίας της Υπηρεσίας.",88,RespA,ΒΒ ΔΙΑΣΦΑΛΙΣ ΗΛΕΚΤΡΟΝ ΔΙΑΣΥΝΔΕΣ ΦΟΡ ΣΥΝΕΡΓΑΣ ΥΠΗΡΕΣΙΑΣ.,55,78,633,26,0.4727272727,RespA,3,0,3,1
123,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,17,17,5,1,4,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Η μέριμνα για την εξασφάλιση της αποτελεσματικότητας της συμβατότητας όλων των συστημάτων 
πληροφορικής και επικοινωνιών της Γ.Γ.Ι.Φ.",137,RespA,ΓΓ ΜΕΡΙΜΝ ΕΞΑΣΦΑΛΙΣ ΑΠΟΤΕΛΕΣΜΑΤΙΚΟΤΗΤ ΣΥΜΒΑΤΟΤΗΤ ΣΥΣΤΗΜ ΠΛΗΡΟΦΟΡ ΕΠΙΚΟΙΝΩΝ Γ.Γ.Ι.Φ.,83,91,748,56,0.6746987952,RespA,5,1,4,1
124,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,17,7,4,3,0,0,Non-Org,0,0,0,0,1,0,0,"δδ) Η αξιοποίηση των νέων τεχνολογιών, πληροφορικής και επικοινωνιών, σε συνεργασία με τις άλλες 
οργανικές μονάδες και η τεχνική υποστήριξη των εφαρμογών τους.",160,RespA,ΔΔ ΑΞΙΟΠΟΙΗΣ ΝΕ ΤΕΧΝΟΛΟΓ ΠΛΗΡΟΦΟΡ ΕΠΙΚΟΙΝΩΝ ΣΥΝΕΡΓΑΣ ΟΡΓΑΝ ΜΟΝΑΔ ΤΕΧΝΙΚ ΥΠΟΣΤΗΡΙΞ ΕΦΑΡΜΟΓ ΤΟΥΣ.,95,122,1132,81,0.8526315789,RespA,7,4,3,0
125,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,5,8,2,0,2,0,0,Non-Org,0,0,0,0,1,0,0,"εε) Η συντήρηση του δικτύου Η/Υ – Τηλεπικοινωνίας 
και των ηλεκτροπαραγωγικών ζευγών – UPS.",91,RespA,ΕΕ ΣΥΝΤΗΡΗΣ ΔΙΚΤΥ Υ ΤΗΛΕΠΙΚΟΙΝΩΝ ΗΛΕΚΤΡΟΠΑΡΑΓΩΓ ΖΕΥΓ UPS.,57,58,401,13,0.2280701754,RespA,2,0,2,4
126,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,14,16,10,3,7,0,1,Non-Org,8,0,0,0,1,0,0,"ηη) Η μέριμνα για τη συντήρηση και την εύρυθμη 
λειτουργία των τεχνικών υποδομών της Γενικής Γραμματείας Ισότητας των Φύλων (κλιματισμός, θέρμανση, 
φωτισμός, ηλεκτρολογικές και υδραυλικές εγκαταστάσεις, κ.λπ.).",211,RespA,ΗΗ ΜΕΡΙΜΝ ΣΥΝΤΗΡΗΣ ΕΥΡΥΘΜ ΛΕΙΤΟΥΡΓ ΤΕΧΝΙΚ ΥΠΟΔΟΜ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΚΛΙΜΑΤΙΣΜ ΘΕΡΜΑΝΣ ΦΩΤΙΣΜ ΗΛΕΚΤΡΟΛΟΓ ΥΔΡΑΥΛ ΕΓΚΑΤΑΣΤΑΣ Κ.ΛΠ. .,137,187,1412,93,0.6788321168,RespA,10,3,7,4
127,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,2,12,2,0,2,0,0,Non-Org,0,0,0,0,1,0,0,δ) Τμήμα Ποιότητας και Αποδοτικότητας:,38,Non-RespA,Δ ΤΜΗΜ ΠΟΙΟΤΗΤ ΑΠΟΔΟΤΙΚΟΤΗΤ,27,19,163,19,0.7037037037,RespA,2,0,2,2
128,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,6,0,0,0,0,0,0,Non-Org,0,0,0,0,1,0,0,αα) Η εφαρμογή συστημάτων διοίκησης στη Γ.Γ.Ι.Φ.,48,RespA,ΑΑ ΕΦΑΡΜΟΓ ΣΥΣΤΗΜ ΔΙΟΙΚΗΣ Γ.Γ.Ι.Φ.,34,0,0,0,0,RespA,0,0,0,1
129,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,24,30,7,4,3,0,0,Non-Org,0,0,0,0,1,0,0,"ββ) Η εφαρμογή νέων συστημάτων και μεθόδων αξιολόγησης και μέτρησης της αποδοτικότητας και αποτελεσματικότητας, με τη συλλογή στοιχείων, που αφορούν 
στις οργανικές μονάδες της Γ.Γ.Ι.Φ.",185,RespA,ΒΒ ΕΦΑΡΜΟΓ ΝΕ ΣΥΣΤΗΜ ΜΕΘΟΔ ΑΞΙΟΛΟΓΗΣ ΜΕΤΡΗΣ ΑΠΟΔΟΤΙΚΟΤΗΤ ΑΠΟΤΕΛΕΣΜΑΤΙΚΟΤΗΤ ΣΥΛΛΟΓ ΣΤΟΙΧΕΙ ΑΦΟΡ ΟΡΓΑΝ ΜΟΝΑΔ Γ.Γ.Ι.Φ.,115,92,839,86,0.747826087,RespA,7,4,3,1
130,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,8,2,0,2,0,0,Non-Org,0,0,0,0,1,0,0,γγ) Η διεξαγωγή σχετικών ερευνών και μελετών.,45,RespA,ΓΓ ΔΙΕΞΑΓΩΓ ΣΧΕΤ ΕΡΕΥΝ ΜΕΛΕΤΩΝ.,31,20,112,13,0.4193548387,RespA,2,0,2,0
131,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,18,7,2,0,2,0,0,Non-Org,0,0,0,0,1,0,0,"δδ) Η εισήγηση για την ανάπτυξη και εφαρμογή πολιτικών για την συγκριτική και υψηλότερη επίδοση των 
υπηρεσιών της Γ.Γ.Ι.Φ.",123,RespA,ΔΔ ΕΙΣΗΓΗΣ ΑΝΑΠΤΥΞ ΕΦΑΡΜΟΓ ΠΟΛΙΤ ΣΥΓΚΡΙΤ ΥΨΗΛ ΕΠΙΔΟΣ ΥΠΗΡΕΣ Γ.Γ.Ι.Φ.,68,31,217,14,0.2058823529,RespA,2,0,2,1
132,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,9,10,3,1,2,0,0,Non-Org,0,0,0,0,1,0,0,"εε) Ο εντοπισμός των καλύτερων πρακτικών (best 
practices) άλλων Υπηρεσιών και η προετοιμασία εφαρμογής τους στις υπηρεσίες της Γ.Γ.Ι.Φ.",136,RespA,ΕΕ ΕΝΤΟΠΙΣΜ ΚΑΛ ΠΡΑΚΤ BEST PRACTICES ΥΠΗΡΕΣ ΠΡΟΕΤΟΙΜΑΣ ΕΦΑΡΜΟΓ ΥΠΗΡΕΣ Γ.Γ.Ι.Φ.,78,13,122,27,0.3461538462,RespA,3,1,2,2
133,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,2,0,0,0,0,0,0,Non-Org,0,0,0,0,1,0,0,ε) Τμήμα Γραμματείας:,21,Non-RespA,Ε ΤΜΗΜ ΓΡΑΜΜΑΤΕΙ,16,0,0,0,0,RespA,0,0,0,1
134,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,20,4,4,0,0,0,Non-Org,0,0,0,0,1,0,0,"αα) Η τήρηση γενικού πρωτοκόλλου εισερχόμενης και 
εξερχόμενης αλληλογραφίας.",77,RespA,ΑΑ ΤΗΡΗΣ ΓΕΝΙΚ ΠΡΩΤΟΚΟΛΛ ΕΙΣΕΡΧΟΜΕΝ ΕΞΕΡΧΟΜΕΝ ΑΛΛΗΛΟΓΡΑΦΙΑΣ.,60,13,195,66,1.1,RespA,4,4,0,0
135,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,11,3,0,3,0,0,Non-Org,0,0,0,0,1,0,0,"ββ) Η διακίνηση και διεκπεραίωση της υπηρεσιακής 
αλληλογραφίας.",64,RespA,ΒΒ ΔΙΑΚΙΝΗΣ ΔΙΕΚΠΕΡΑΙΩΣ ΥΠΗΡΕΣΙΑΚ ΑΛΛΗΛΟΓΡΑΦΙΑΣ.,48,70,652,28,0.5833333333,RespA,3,0,3,0
136,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,0,0,0,0,0,0,Non-Org,0,0,0,0,1,0,0,γγ) Η αναπαραγωγή εγγράφων και εντύπων.,39,RespA,ΓΓ ΑΝΑΠΑΡΑΓΩΓ ΕΓΓΡΑΦ ΕΝΤΥΠΩΝ.,29,0,0,0,0,RespA,0,0,0,0
137,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,21,6,2,4,0,1,Non-Org,7,0,0,0,1,0,0,"δδ) Η επικύρωση και η βεβαίωση της ακρίβειας των 
αντιγράφων ή φωτοαντιγράφων εγγράφων ή δικαιολογητικών και του γνήσιου της υπογραφής.",135,RespA,ΔΔ ΕΠΙΚΥΡΩΣ ΒΕΒΑΙΩΣ ΑΚΡΙΒΕΙ ΑΝΤΙΓΡΑΦ ΦΩΤΟΑΝΤΙΓΡΑΦ ΕΓΓΡΑΦ ΔΙΚΑΙΟΛΟΓΗΤ ΓΝΗΣ ΥΠΟΓΡΑΦΗΣ.,84,36,307,65,0.7738095238,RespA,6,2,4,0
